iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
1,path_Router20_to_Router2,Router20,0.0,0.318,244.058,40.643,1.0,0.4225686866572991,1.0,0.011730236693680122,0.6085747308377448
1,path_Router20_to_Router2,Router17,0.0,0.24,186.206,27.776,0.731958762886598,0.23023109808962894,1.0,0.3216013112154989,0.5709477930479314
1,path_Router20_to_Router2,Router14,0.0,0.241,108.303,79.272,0.7353951890034365,1.0,1.0,0.7388710048902767,0.8685665484734283
1,path_Router20_to_Router2,Router11,0.0,0.211,246.248,13.517,0.6323024054982819,0.017085712577356554,1.0,0.0,0.4123470295189096
1,path_Router20_to_Router2,Router8,0.0,0.151,59.551,55.395,0.42611683848797255,0.6430835002541181,1.0,1.0,0.7673000846855227
1,path_Router20_to_Router2,Router5,0.0,0.092,82.524,17.495,0.22336769759450173,0.07654937367335346,1.0,0.8769503527105416,0.5442168559945992
1,path_Router20_to_Router2,Router2,0.0,0.027,62.524,12.374,0.0,0.0,1.0,0.9840758019678945,0.49601895049197364
2,path_Router20_to_Router2,Router20,0.0,0.305,228.522,44.775,1.0,0.5826532023793056,1.0,0.15103417763521734,0.6834218450036308
2,path_Router20_to_Router2,Router17,0.0,0.243,165.476,27.418,0.7777777777777779,0.315872796298858,1.0,0.468004343847724,0.64041372948109
2,path_Router20_to_Router2,Router14,0.0,0.204,106.389,71.928,0.6379928315412187,1.0,1.0,0.7650702355934077,0.8507657667836566
2,path_Router20_to_Router2,Router11,0.0,0.173,258.563,19.586,0.5268817204301075,0.1954934599837076,1.0,0.0,0.43059379510345375
2,path_Router20_to_Router2,Router8,0.0,0.154,59.661,53.916,0.4587813620071685,0.7231521187808365,1.0,1.0,0.7954833701970012
2,path_Router20_to_Router2,Router5,0.0,0.102,78.028,19.357,0.2724014336917563,0.19197368623291988,1.0,0.9076580426541713,0.5930082906447118
2,path_Router20_to_Router2,Router2,0.0,0.026,62.045,6.867,0.0,0.0,1.0,0.9880141979467275,0.4970035494866819
3,path_Router20_to_Router2,Router20,0.0,0.282,240.537,31.547,0.9845559845559846,0.35684764835391214,1.0,0.0946443420819045,0.6090119937479502
3,path_Router20_to_Router2,Router17,0.0,0.286,190.566,29.338,1.0,0.3284064427248967,1.0,0.32809477982191404,0.6641253056367027
3,path_Router20_to_Router2,Router14,0.0,0.212,133.971,81.5,0.7142857142857144,1.0,1.0,0.5924906799218889,0.8266940985519008
3,path_Router20_to_Router2,Router11,0.0,0.179,260.796,11.224,0.5868725868725869,0.09518598153703538,1.0,0.0,0.4205146421024056
3,path_Router20_to_Router2,Router8,0.0,0.166,46.742,64.998,0.5366795366795368,0.787534280086006,1.0,1.0,0.8310534541913857
3,path_Router20_to_Router2,Router5,0.0,0.111,69.715,19.287,0.3243243243243244,0.19899831335539275,1.0,0.8926766143122763,0.6039998129979983
3,path_Router20_to_Router2,Router2,0.0,0.027,58.852,3.831,0.0,0.0,1.0,0.9434254907640127,0.4858563726910032
