iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
1,path_Router13_to_Router1,Router13,0.0,0.335,219.963,88.163,1.0,1.0,1.0,0.16526993648553287,0.7913174841213833
1,path_Router13_to_Router1,Router10,0.0,0.26,261.18,87.285,0.7440273037542661,0.9636619485141958,1.0,0.0,0.6769223130671155
1,path_Router13_to_Router1,Router7,0.0,0.228,191.637,84.342,0.6348122866894197,0.8418591176227134,1.0,0.27885016359787007,0.6888803919775008
1,path_Router13_to_Router1,Router4,0.0,0.154,11.788,81.446,0.38225255972696237,0.7220014899428855,1.0,1.0,0.776063512417462
1,path_Router13_to_Router1,Router1,0.0,0.042,224.557,64.001,0.0,0.0,1.0,0.14684913710143077,0.28671228427535767
2,path_Router13_to_Router1,Router13,0.0,0.341,195.533,92.776,1.0,1.0,1.0,0.3020390094604238,0.8255097523651059
2,path_Router13_to_Router1,Router10,0.0,0.301,274.679,90.41,0.8666666666666666,0.9044657998869418,1.0,0.0,0.6927831166384021
2,path_Router13_to_Router1,Router7,0.0,0.223,237.131,80.378,0.6066666666666666,0.4993943309375757,1.0,0.14329164742652803,0.5623381612576925
2,path_Router13_to_Router1,Router4,0.0,0.145,12.64,70.094,0.34666666666666657,0.08414762173948113,1.0,1.0,0.6077035721015369
2,path_Router13_to_Router1,Router1,0.0,0.041,238.066,68.01,0.0,0.0,1.0,0.13972347627643203,0.28493086906910803
3,path_Router13_to_Router1,Router13,0.0,0.343,242.213,82.906,1.0,1.0,1.0,0.05293438852924571,0.7632335971323114
3,path_Router13_to_Router1,Router10,0.0,0.322,255.149,78.461,0.9295302013422818,0.6178645116918839,1.0,0.0,0.6368486782585414
3,path_Router13_to_Router1,Router7,0.0,0.233,219.273,71.274,0.6308724832214764,0.0,1.0,0.14680535891119498,0.44441946053316783
3,path_Router13_to_Router1,Router4,0.0,0.149,10.771,75.7,0.34899328859060397,0.38050206327372765,1.0,1.0,0.6823738379660829
3,path_Router13_to_Router1,Router1,0.0,0.045,243.99,74.2,0.0,0.25154745529573597,1.0,0.04566286654281479,0.32430258045963767
4,path_Router13_to_Router1,Router13,0.0,0.372,196.486,92.252,1.0,1.0,1.0,0.17712306254346685,0.7942807656358667
4,path_Router13_to_Router1,Router10,0.0,0.275,236.471,89.185,0.706060606060606,0.8762657844838022,1.0,0.0,0.6455815976361021
4,path_Router13_to_Router1,Router7,0.0,0.242,198.772,83.344,0.606060606060606,0.6406180659216523,1.0,0.16699668212645133,0.6034188385271775
4,path_Router13_to_Router1,Router4,0.0,0.172,10.724,79.24,0.39393939393939387,0.4750474038810665,1.0,1.0,0.7172466994551151
4,path_Router13_to_Router1,Router1,0.0,0.042,218.212,67.465,0.0,0.0,1.0,0.08088258094238246,0.27022064523559564
5,path_Router13_to_Router1,Router13,0.0,0.361,193.389,90.272,1.0,1.0,1.0,0.201533594815073,0.8003833987037683
5,path_Router13_to_Router1,Router10,0.0,0.269,239.068,78.225,0.708860759493671,0.34480883232718706,1.0,0.0,0.5134173979552146
5,path_Router13_to_Router1,Router7,0.0,0.225,204.468,74.479,0.5696202531645569,0.14107793549790582,1.0,0.15265356904926838,0.4658379394279328
5,path_Router13_to_Router1,Router4,0.0,0.137,12.411,80.315,0.29113924050632917,0.4584760972426167,1.0,1.0,0.6874038344372364
5,path_Router13_to_Router1,Router1,0.0,0.045,235.902,71.885,0.0,0.0,1.0,0.013968242763294428,0.2534920606908236
6,path_Router13_to_Router1,Router13,0.0,0.318,247.514,81.77,0.9856115107913669,0.7525653436592448,1.0,0.0,0.6845442136126529
6,path_Router13_to_Router1,Router10,0.0,0.322,236.688,85.604,1.0,1.0,1.0,0.04624697233127297,0.7615617430828182
6,path_Router13_to_Router1,Router7,0.0,0.233,198.865,83.159,0.6798561151079137,0.8422071636011621,1.0,0.2078208901666446,0.6824710422189301
6,path_Router13_to_Router1,Router4,0.0,0.162,13.423,78.586,0.42446043165467623,0.5470797031300421,1.0,1.0,0.7428850336961796
6,path_Router13_to_Router1,Router1,0.0,0.044,200.106,70.109,0.0,0.0,1.0,0.20251953300212316,0.3006298832505308
7,path_Router13_to_Router1,Router13,0.0,0.317,197.495,91.69,0.9892857142857143,1.0,1.0,0.24328579819866858,0.8081428781210958
7,path_Router13_to_Router1,Router10,0.0,0.32,257.137,80.272,1.0,0.4058076602830976,1.0,0.0,0.6014519150707744
7,path_Router13_to_Router1,Router7,0.0,0.242,206.018,75.13,0.7214285714285713,0.13821815154038264,1.0,0.20851961232215116,0.5170415838227763
