iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
1,path_Router3_to_Router17,Router3,0.0,0.04,63.363,22.471,0.0,0.24570016510491272,1.0,0.8964186965108625,0.5355297154039438
1,path_Router3_to_Router17,Router6,0.0,0.138,80.268,2.615,0.1287779237844941,0.028592671966060558,1.0,0.8222251481237657,0.4948989359685801
1,path_Router3_to_Router17,Router9,0.0,0.164,53.213,50.1,0.16294349540078842,0.5477984189291143,1.0,0.9409655475093264,0.6629268654598073
1,path_Router3_to_Router17,Router12,0.0,0.235,267.612,67.06,0.2562417871222076,0.7332407579518244,1.0,0.0,0.49737063626850797
1,path_Router3_to_Router17,Router15,0.0,0.257,122.457,83.95,0.28515111695137974,0.9179177099620588,1.0,0.637063857801185,0.7100331711786559
1,path_Router3_to_Router17,Router18,0.0,0.319,107.729,0.171,0.366622864651774,0.0018697311304766177,1.0,0.7017028746982665,0.5175488676201293
1,path_Router3_to_Router17,Router21,0.0,0.37,156.199,70.141,0.43363994743758216,0.7669287206009383,1.0,0.4889752029844196,0.672385967755735
1,path_Router3_to_Router17,Router24,0.0,0.442,140.976,21.9,0.5282522996057819,0.23945679390314575,1.0,0.5557867017774852,0.5808739488216033
1,path_Router3_to_Router17,Router27,0.0,0.801,140.471,84.839,1.0,0.9276381250205015,1.0,0.5580030721966206,0.8714102993042805
1,path_Router3_to_Router17,Router26,0.0,0.451,95.112,91.457,0.5400788436268069,1.0,1.0,0.7570770243581304,0.8242889669962343
1,path_Router3_to_Router17,Router23,0.0,0.432,39.762,54.016,0.5151116951379764,0.5906163552270466,1.0,1.0,0.7764320125912557
1,path_Router3_to_Router17,Router20,0.0,0.322,229.761,61.32,0.37056504599211565,0.6704790229288081,1.0,0.16612244897959194,0.5517916294751288
1,path_Router3_to_Router17,Router17,0.0,0.328,267.599,0.0,0.37844940867279897,0.0,1.0,5.705508009670244e-05,0.3446266159382239
2,path_Router3_to_Router17,Router3,0.0,0.037,69.171,20.178,0.0,0.17727732225092666,1.0,0.884010602143194,0.5153219810985302
2,path_Router3_to_Router17,Router6,0.0,0.114,66.088,13.384,0.11356932153392334,0.1009659665281366,1.0,0.8965437338406752,0.5277697554756837
2,path_Router3_to_Router17,Router9,0.0,0.186,51.629,40.626,0.21976401179941005,0.40695271256879695,1.0,0.9553230238873441,0.6455099370638878
2,path_Router3_to_Router17,Router12,0.0,0.24,286.627,65.459,0.2994100294985251,0.6858811636527014,1.0,0.0,0.4963227982878066
2,path_Router3_to_Router17,Router15,0.0,0.305,136.5,80.756,0.39528023598820067,0.8576996518027632,1.0,0.6103021285591167,0.7158205040875202
2,path_Router3_to_Router17,Router18,0.0,0.293,118.125,11.741,0.37758112094395285,0.08251151297315512,1.0,0.6850008943525701,0.5362733820674195
2,path_Router3_to_Router17,Router21,0.0,0.358,155.101,65.988,0.4734513274336284,0.6918229810176345,1.0,0.5346846187618909,0.6749897318032885
2,path_Router3_to_Router17,Router24,0.0,0.466,154.589,16.527,0.6327433628318585,0.13626867348084917,1.0,0.5367660211067207,0.5764445143548571
2,path_Router3_to_Router17,Router27,0.0,0.715,175.716,93.425,1.0,1.0,1.0,0.450879717709807,0.8627199294274518
2,path_Router3_to_Router17,Router26,0.0,0.398,91.948,89.636,0.5324483775811211,0.9574413119173312,1.0,0.7914166544709499,0.8203265859923505
2,path_Router3_to_Router17,Router23,0.0,0.383,40.639,54.859,0.5103244837758113,0.5668201729754015,1.0,1.0,0.7692861641878033
2,path_Router3_to_Router17,Router20,0.0,0.359,215.624,70.57,0.47492625368731567,0.7432887790632371,1.0,0.2886441615038133,0.6267147985635915
2,path_Router3_to_Router17,Router17,0.0,0.296,284.97,4.395,0.3820058997050148,0.0,1.0,0.006736100948013652,0.3471855001632571
3,path_Router3_to_Router17,Router3,0.0,0.034,65.415,26.196,0.0,0.24548839269704997,1.0,0.9171824830538707,0.5406677189377301
3,path_Router3_to_Router17,Router6,0.0,0.128,72.805,9.433,0.126514131897712,0.068684013458354,1.0,0.8842267213699607,0.5198562166815067
3,path_Router3_to_Router17,Router9,0.0,0.188,47.937,40.908,0.2072678331090175,0.4006602609401863,1.0,0.9951257581163039,0.6507634630413769
3,path_Router3_to_Router17,Router12,0.0,0.244,241.684,67.149,0.2826379542395693,0.6774319435508538,1.0,0.1311095255083839,0.5227948558247018
3,path_Router3_to_Router17,Router15,0.0,0.254,138.652,88.066,0.2960969044414536,0.8980498043475968,1.0,0.5905815198002141,0.6961820571473162
3,path_Router3_to_Router17,Router18,0.0,0.353,93.347,2.921,0.4293405114401076,0.0,1.0,0.7926195148055656,0.5554900065614183
3,path_Router3_to_Router17,Router21,0.0,0.417,138.295,80.348,0.5154777927321669,0.8166457478562614,1.0,0.5921735640385302,0.7310742761567397
3,path_Router3_to_Router17,Router24,0.0,0.481,154.356,24.774,0.6016150740242261,0.23049013300144502,1.0,0.5205494113449876,0.5881636545926647
