iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
1,path_Router1_to_Router19,Router1,0.0,0.022,106.884,49.589,0.0,0.28806067111060896,1.0,0.9046694045450573,0.5481825189139166
1,path_Router1_to_Router19,Router4,0.0,0.091,217.469,29.192,0.2827868852459016,0.0,1.0,0.16137575028398216,0.36104065888247094
1,path_Router1_to_Router19,Router7,0.0,0.163,104.146,100.0,0.5778688524590164,1.0,1.0,0.9230727867882803,0.8752354098118241
1,path_Router1_to_Router19,Router10,0.0,0.199,209.129,64.461,0.7254098360655737,0.4980934357699695,1.0,0.21743280211322996,0.6102340184871934
1,path_Router1_to_Router19,Router13,0.0,0.224,144.923,94.499,0.8278688524590164,0.9223110383007569,1.0,0.6489914435699066,0.84979283358242
1,path_Router1_to_Router19,Router16,0.0,0.262,241.478,34.628,0.9836065573770492,0.07677098632922834,1.0,0.0,0.5150943859265693
1,path_Router1_to_Router19,Router19,0.0,0.266,92.701,86.627,1.0,0.8111371596429782,1.0,1.0,0.9527842899107446
2,path_Router1_to_Router19,Router1,0.0,0.026,102.849,52.969,0.0,0.3455646002922146,1.0,0.945424801861498,0.5727473505384282
2,path_Router1_to_Router19,Router4,0.0,0.093,228.915,28.135,0.23591549295774653,0.0,1.0,0.20090830705266782,0.3592059500026036
2,path_Router1_to_Router19,Router7,0.0,0.134,93.608,92.392,0.3802816901408452,0.8941348361511167,1.0,1.0,0.8186041315729904
2,path_Router1_to_Router19,Router10,0.0,0.203,240.177,51.191,0.6232394366197185,0.320823766784944,1.0,0.1343975526499181,0.5196151890136451
2,path_Router1_to_Router19,Router13,0.0,0.231,165.667,100.0,0.7218309859154931,1.0,1.0,0.5744362944851943,0.8240668201001718
2,path_Router1_to_Router19,Router16,0.0,0.28,262.934,43.766,0.8943661971830987,0.2175050441800598,1.0,0.0,0.5279678103407897
2,path_Router1_to_Router19,Router19,0.0,0.31,94.956,92.741,1.0,0.8989911639880331,1.0,0.9920390253121197,0.9727575473250382
3,path_Router1_to_Router19,Router1,0.0,0.026,100.639,48.214,0.0,0.25156087408949007,1.0,0.9567465747338865,0.5520768622058442
3,path_Router1_to_Router19,Router4,0.0,0.107,262.156,30.808,0.3045112781954888,0.0,1.0,0.0,0.3261278195488722
