iteration,path_name,Router,Cache occupy,CMBA,Latency(s),CHR,norm_CMBA,norm_CHR,norm_CacheOccupy,norm_Latency,avg_score
1,path_Router1_to_Router34,Router1,0.0,0.028,286.685,48.285,0.0,0.4804364802104311,1.0,0.0,0.37010912005260777
1,path_Router1_to_Router34,Router4,0.0,0.089,145.805,10.934,0.14950980392156862,0.0966565287082323,1.0,0.5603907778962274,0.4516392776315071
1,path_Router1_to_Router34,Router7,0.0,0.145,165.604,43.579,0.2867647058823529,0.4320825284616333,1.0,0.4816345526579579,0.550120446750486
1,path_Router1_to_Router34,Router10,0.0,0.203,56.455,98.851,0.42892156862745107,1.0,1.0,0.9158061385224904,0.8361819267874853
1,path_Router1_to_Router34,Router13,0.0,0.196,113.532,26.255,0.411764705882353,0.2540791582754511,1.0,0.6887659310410668,0.5886524487997178
1,path_Router1_to_Router34,Router16,0.0,0.264,83.048,26.069,0.5784313725490197,0.25216801611113393,1.0,0.8100248213973174,0.6601560525143677
1,path_Router1_to_Router34,Router19,0.0,0.296,194.413,1.527,0.6568627450980392,0.0,1.0,0.36703845725468975,0.5059753005881822
1,path_Router1_to_Router34,Router22,0.0,0.331,147.188,66.561,0.7426470588235294,0.6682216102913979,1.0,0.5548894970484813,0.7414395415408521
1,path_Router1_to_Router34,Router25,0.0,0.317,159.934,57.284,0.7083333333333334,0.572900826106613,1.0,0.5041886107973078,0.6963556925593135
1,path_Router1_to_Router34,Router28,0.0,0.402,134.234,43.255,0.9166666666666667,0.4287534421108874,1.0,0.606417763210234,0.737959467996947
1,path_Router1_to_Router34,Router31,0.0,0.362,139.589,77.053,0.8186274509803921,0.77602646829148,1.0,0.585116708300848,0.79494265689318
1,path_Router1_to_Router34,Router34,0.0,0.436,35.289,90.065,1.0,0.9097242201306974,1.0,1.0,0.9774310550326744
2,path_Router1_to_Router34,Router1,0.0,0.024,236.224,51.728,0.0,0.5065143925152401,1.0,0.0,0.37662859812881
2,path_Router1_to_Router34,Router4,0.0,0.108,151.861,6.176,0.20843672456575682,0.011529225118715158,1.0,0.4255813953488372,0.4113868362583273
2,path_Router1_to_Router34,Router7,0.0,0.148,142.135,51.996,0.3076923076923077,0.5094265813293924,1.0,0.47464561368107755,0.5729411256756944
2,path_Router1_to_Router34,Router10,0.0,0.203,58.398,94.843,0.4441687344913152,0.9750182011800885,1.0,0.8970690611915452,0.8290639992157373
2,path_Router1_to_Router34,Router13,0.0,0.195,126.22,36.068,0.424317617866005,0.33634694165842627,1.0,0.5549311405942592,0.5788989250296726
2,path_Router1_to_Router34,Router16,0.0,0.253,88.185,24.399,0.5682382133995038,0.209547198104904,1.0,0.7468042173233113,0.6311474072069297
2,path_Router1_to_Router34,Router19,0.0,0.277,183.951,5.115,0.6277915632754343,0.0,1.0,0.2636987337940776,0.47287257426737794
