iteration,policy,selected_router_index,selected_router_name,reward,latency_ms,chr,episode
81,Baseline,0,Router1,0.0,0.0,0.0,1
82,Baseline,0,Router1,0.0,0.0,0.0,1
83,Baseline,0,Router1,0.0,0.0,0.0,1
84,Baseline,0,Router1,0.0,0.0,0.0,1
85,Baseline,0,Router1,0.0,0.0,0.0,1
86,Baseline,0,Router1,0.0,0.0,0.0,1
87,Baseline,0,Router1,0.0,0.0,0.0,1
88,Baseline,0,Router1,0.0,0.0,0.0,1
89,Baseline,0,Router1,0.0,0.0,0.0,1
90,Baseline,0,Router1,0.0,0.0,0.0,1
91,Baseline,0,Router1,0.0,0.0,0.0,1
92,Baseline,0,Router1,0.0,0.0,0.0,1
93,Baseline,0,Router1,0.0,0.0,0.0,1
94,Baseline,0,Router1,0.0,0.0,0.0,1
95,Baseline,0,Router1,0.0,0.0,0.0,1
96,Baseline,0,Router1,0.0,0.0,0.0,1
97,Baseline,0,Router1,0.0,0.0,0.0,1
98,Baseline,0,Router1,0.0,0.0,0.0,1
99,Baseline,0,Router1,0.0,0.0,0.0,1
100,Baseline,0,Router1,0.0,0.0,0.0,1
1,Baseline,0,Router1,0.0,0.0,0.0,2
2,Baseline,0,Router1,0.0,0.0,0.0,2
3,Baseline,0,Router1,0.0,0.0,0.0,2
4,Baseline,0,Router1,0.0,0.0,0.0,2
5,Baseline,0,Router1,0.0,0.0,0.0,2
6,Baseline,0,Router1,0.0,0.0,0.0,2
7,Baseline,0,Router1,0.0,0.0,0.0,2
8,Baseline,0,Router1,0.0,0.0,0.0,2
9,Baseline,0,Router1,0.0,0.0,0.0,2
10,Baseline,0,Router1,0.0,0.0,0.0,2
11,Baseline,0,Router1,0.0,0.0,0.0,2
12,Baseline,0,Router1,0.0,0.0,0.0,2
13,Baseline,0,Router1,0.0,0.0,0.0,2
14,Baseline,0,Router1,0.0,0.0,0.0,2
15,Baseline,0,Router1,0.0,0.0,0.0,2
16,Baseline,0,Router1,0.0,0.0,0.0,2
17,Baseline,0,Router1,0.0,0.0,0.0,2
18,Baseline,0,Router1,0.0,0.0,0.0,2
19,Baseline,0,Router1,0.0,0.0,0.0,2
20,Baseline,0,Router1,0.0,0.0,0.0,2
21,Baseline,0,Router1,0.0,0.0,0.0,2
22,Baseline,0,Router1,0.0,0.0,0.0,2
23,Baseline,0,Router1,0.0,0.0,0.0,2
24,Baseline,0,Router1,0.0,0.0,0.0,2
25,Baseline,0,Router1,0.0,0.0,0.0,2
26,Baseline,0,Router1,0.0,0.0,0.0,2
27,Baseline,0,Router1,0.0,0.0,0.0,2
28,Baseline,0,Router1,0.0,0.0,0.0,2
29,Baseline,0,Router1,0.0,0.0,0.0,2
30,Baseline,0,Router1,0.0,0.0,0.0,2
31,Baseline,0,Router1,0.0,0.0,0.0,2
32,Baseline,0,Router1,0.0,0.0,0.0,2
33,Baseline,0,Router1,0.0,0.0,0.0,2
34,Baseline,0,Router1,0.0,0.0,0.0,2
35,Baseline,0,Router1,0.0,0.0,0.0,2
36,Baseline,0,Router1,0.0,0.0,0.0,2
37,Baseline,0,Router1,0.0,0.0,0.0,2
38,Baseline,0,Router1,0.0,0.0,0.0,2
39,Baseline,0,Router1,0.0,0.0,0.0,2
40,Baseline,0,Router1,0.0,0.0,0.0,2
41,Baseline,0,Router1,0.0,0.0,0.0,2
42,Baseline,0,Router1,0.0,0.0,0.0,2
43,Baseline,0,Router1,0.0,0.0,0.0,2
44,Baseline,0,Router1,0.0,0.0,0.0,2
45,Baseline,0,Router1,0.0,0.0,0.0,2
46,Baseline,0,Router1,0.0,0.0,0.0,2
47,Baseline,0,Router1,0.0,0.0,0.0,2
48,Baseline,0,Router1,0.0,0.0,0.0,2
49,Baseline,0,Router1,0.0,0.0,0.0,2
50,Baseline,0,Router1,0.0,0.0,0.0,2
51,Baseline,0,Router1,0.0,0.0,0.0,2
52,Baseline,0,Router1,0.0,0.0,0.0,2
53,Baseline,0,Router1,0.0,0.0,0.0,2
54,Baseline,0,Router1,0.0,0.0,0.0,2
55,Baseline,0,Router1,0.0,0.0,0.0,2
56,Baseline,0,Router1,0.0,0.0,0.0,2
57,Baseline,0,Router1,0.0,0.0,0.0,2
58,Baseline,0,Router1,0.0,0.0,0.0,2
59,Baseline,0,Router1,0.0,0.0,0.0,2
60,Baseline,0,Router1,0.0,0.0,0.0,2
61,Baseline,0,Router1,0.0,0.0,0.0,2
62,Baseline,0,Router1,0.0,0.0,0.0,2
63,Baseline,0,Router1,0.0,0.0,0.0,2
64,Baseline,0,Router1,0.0,0.0,0.0,2
65,Baseline,0,Router1,0.0,0.0,0.0,2
66,Baseline,0,Router1,0.0,0.0,0.0,2
67,Baseline,0,Router1,0.0,0.0,0.0,2
68,Baseline,0,Router1,0.0,0.0,0.0,2
69,Baseline,0,Router1,0.0,0.0,0.0,2
70,Baseline,0,Router1,0.0,0.0,0.0,2
71,Baseline,0,Router1,0.0,0.0,0.0,2
72,Baseline,0,Router1,0.0,0.0,0.0,2
73,Baseline,0,Router1,0.0,0.0,0.0,2
74,Baseline,0,Router1,0.0,0.0,0.0,2
75,Baseline,0,Router1,0.0,0.0,0.0,2
76,Baseline,0,Router1,0.0,0.0,0.0,2
77,Baseline,0,Router1,0.0,0.0,0.0,2
78,Baseline,0,Router1,0.0,0.0,0.0,2
79,Baseline,0,Router1,0.0,0.0,0.0,2
80,Baseline,0,Router1,0.0,0.0,0.0,2
81,Baseline,0,Router1,0.0,0.0,0.0,2
82,Baseline,0,Router1,0.0,0.0,0.0,2
83,Baseline,0,Router1,0.0,0.0,0.0,2
84,Baseline,0,Router1,0.0,0.0,0.0,2
85,Baseline,0,Router1,0.0,0.0,0.0,2
86,Baseline,0,Router1,0.0,0.0,0.0,2
87,Baseline,0,Router1,0.0,0.0,0.0,2
88,Baseline,0,Router1,0.0,0.0,0.0,2
89,Baseline,0,Router1,0.0,0.0,0.0,2
90,Baseline,0,Router1,0.0,0.0,0.0,2
91,Baseline,0,Router1,0.0,0.0,0.0,2
92,Baseline,0,Router1,0.0,0.0,0.0,2
93,Baseline,0,Router1,0.0,0.0,0.0,2
94,Baseline,0,Router1,0.0,0.0,0.0,2
95,Baseline,0,Router1,0.0,0.0,0.0,2
96,Baseline,0,Router1,0.0,0.0,0.0,2
97,Baseline,0,Router1,0.0,0.0,0.0,2
98,Baseline,0,Router1,0.0,0.0,0.0,2
99,Baseline,0,Router1,0.0,0.0,0.0,2
100,Baseline,0,Router1,0.0,0.0,0.0,2
1,Baseline,0,Router1,0.0,0.0,0.0,3
2,Baseline,0,Router1,0.0,0.0,0.0,3
3,Baseline,0,Router1,0.0,0.0,0.0,3
4,Baseline,0,Router1,0.0,0.0,0.0,3
5,Baseline,0,Router1,0.0,0.0,0.0,3
6,Baseline,0,Router1,0.0,0.0,0.0,3
7,Baseline,0,Router1,0.0,0.0,0.0,3
8,Baseline,0,Router1,0.0,0.0,0.0,3
9,Baseline,0,Router1,0.0,0.0,0.0,3
10,Baseline,0,Router1,0.0,0.0,0.0,3
11,Baseline,0,Router1,0.0,0.0,0.0,3
12,Baseline,0,Router1,0.0,0.0,0.0,3
13,Baseline,0,Router1,0.0,0.0,0.0,3
14,Baseline,0,Router1,0.0,0.0,0.0,3
15,Baseline,0,Router1,0.0,0.0,0.0,3
16,Baseline,0,Router1,0.0,0.0,0.0,3
17,Baseline,0,Router1,0.0,0.0,0.0,3
18,Baseline,0,Router1,0.0,0.0,0.0,3
19,Baseline,0,Router1,0.0,0.0,0.0,3
20,Baseline,0,Router1,0.0,0.0,0.0,3
21,Baseline,0,Router1,0.0,0.0,0.0,3
22,Baseline,0,Router1,0.0,0.0,0.0,3
23,Baseline,0,Router1,0.0,0.0,0.0,3
24,Baseline,0,Router1,0.0,0.0,0.0,3
25,Baseline,0,Router1,0.0,0.0,0.0,3
26,Baseline,0,Router1,0.0,0.0,0.0,3
27,Baseline,0,Router1,0.0,0.0,0.0,3
28,Baseline,0,Router1,0.0,0.0,0.0,3
29,Baseline,0,Router1,0.0,0.0,0.0,3
30,Baseline,0,Router1,0.0,0.0,0.0,3
31,Baseline,0,Router1,0.0,0.0,0.0,3
32,Baseline,0,Router1,0.0,0.0,0.0,3
33,Baseline,0,Router1,0.0,0.0,0.0,3
34,Baseline,0,Router1,0.0,0.0,0.0,3
35,Baseline,0,Router1,0.0,0.0,0.0,3
36,Baseline,0,Router1,0.0,0.0,0.0,3
37,Baseline,0,Router1,0.0,0.0,0.0,3
38,Baseline,0,Router1,0.0,0.0,0.0,3
39,Baseline,0,Router1,0.0,0.0,0.0,3
40,Baseline,0,Router1,0.0,0.0,0.0,3
41,Baseline,0,Router1,0.0,0.0,0.0,3
42,Baseline,0,Router1,0.0,0.0,0.0,3
43,Baseline,0,Router1,0.0,0.0,0.0,3
44,Baseline,0,Router1,0.0,0.0,0.0,3
45,Baseline,0,Router1,0.0,0.0,0.0,3
46,Baseline,0,Router1,0.0,0.0,0.0,3
47,Baseline,0,Router1,0.0,0.0,0.0,3
48,Baseline,0,Router1,0.0,0.0,0.0,3
49,Baseline,0,Router1,0.0,0.0,0.0,3
50,Baseline,0,Router1,0.0,0.0,0.0,3
51,Baseline,0,Router1,0.0,0.0,0.0,3
52,Baseline,0,Router1,0.0,0.0,0.0,3
53,Baseline,0,Router1,0.0,0.0,0.0,3
54,Baseline,0,Router1,0.0,0.0,0.0,3
55,Baseline,0,Router1,0.0,0.0,0.0,3
56,Baseline,0,Router1,0.0,0.0,0.0,3
57,Baseline,0,Router1,0.0,0.0,0.0,3
58,Baseline,0,Router1,0.0,0.0,0.0,3
59,Baseline,0,Router1,0.0,0.0,0.0,3
60,Baseline,0,Router1,0.0,0.0,0.0,3
61,Baseline,0,Router1,0.0,0.0,0.0,3
62,Baseline,0,Router1,0.0,0.0,0.0,3
63,Baseline,0,Router1,0.0,0.0,0.0,3
64,Baseline,0,Router1,0.0,0.0,0.0,3
65,Baseline,0,Router1,0.0,0.0,0.0,3
66,Baseline,0,Router1,0.0,0.0,0.0,3
67,Baseline,0,Router1,0.0,0.0,0.0,3
68,Baseline,0,Router1,0.0,0.0,0.0,3
69,Baseline,0,Router1,0.0,0.0,0.0,3
70,Baseline,0,Router1,0.0,0.0,0.0,3
71,Baseline,0,Router1,0.0,0.0,0.0,3
72,Baseline,0,Router1,0.0,0.0,0.0,3
73,Baseline,0,Router1,0.0,0.0,0.0,3
74,Baseline,0,Router1,0.0,0.0,0.0,3
75,Baseline,0,Router1,0.0,0.0,0.0,3
76,Baseline,0,Router1,0.0,0.0,0.0,3
77,Baseline,0,Router1,0.0,0.0,0.0,3
78,Baseline,0,Router1,0.0,0.0,0.0,3
79,Baseline,0,Router1,0.0,0.0,0.0,3
80,Baseline,0,Router1,0.0,0.0,0.0,3
81,Baseline,0,Router1,0.0,0.0,0.0,3
82,Baseline,0,Router1,0.0,0.0,0.0,3
83,Baseline,0,Router1,0.0,0.0,0.0,3
84,Baseline,0,Router1,0.0,0.0,0.0,3
85,Baseline,0,Router1,0.0,0.0,0.0,3
86,Baseline,0,Router1,0.0,0.0,0.0,3
87,Baseline,0,Router1,0.0,0.0,0.0,3
88,Baseline,0,Router1,0.0,0.0,0.0,3
89,Baseline,0,Router1,0.0,0.0,0.0,3
90,Baseline,0,Router1,0.0,0.0,0.0,3
91,Baseline,0,Router1,0.0,0.0,0.0,3
92,Baseline,0,Router1,0.0,0.0,0.0,3
93,Baseline,0,Router1,0.0,0.0,0.0,3
94,Baseline,0,Router1,0.0,0.0,0.0,3
95,Baseline,0,Router1,0.0,0.0,0.0,3
96,Baseline,0,Router1,0.0,0.0,0.0,3
97,Baseline,0,Router1,0.0,0.0,0.0,3
98,Baseline,0,Router1,0.0,0.0,0.0,3
99,Baseline,0,Router1,0.0,0.0,0.0,3
100,Baseline,0,Router1,0.0,0.0,0.0,3
1,RL,9,Router10,0.0,0.0,0.0,1
2,RL,9,Router10,0.0,0.0,0.0,1
3,RL,9,Router10,0.0,0.0,0.0,1
4,RL,9,Router10,0.0,0.0,0.0,1
5,RL,9,Router10,0.0,0.0,0.0,1
6,RL,9,Router10,0.0,0.0,0.0,1
7,RL,9,Router10,0.0,0.0,0.0,1
8,RL,9,Router10,0.0,0.0,0.0,1
9,RL,9,Router10,0.0,0.0,0.0,1
10,RL,9,Router10,0.0,0.0,0.0,1
11,RL,9,Router10,0.0,0.0,0.0,1
12,RL,9,Router10,0.0,0.0,0.0,1
13,RL,9,Router10,0.0,0.0,0.0,1
14,RL,9,Router10,0.0,0.0,0.0,1
15,RL,9,Router10,0.0,0.0,0.0,1
16,RL,9,Router10,0.0,0.0,0.0,1
17,RL,9,Router10,0.0,0.0,0.0,1
18,RL,9,Router10,0.0,0.0,0.0,1
19,RL,9,Router10,0.0,0.0,0.0,1
20,RL,9,Router10,0.0,0.0,0.0,1
21,RL,9,Router10,0.0,0.0,0.0,1
22,RL,9,Router10,0.0,0.0,0.0,1
23,RL,9,Router10,0.0,0.0,0.0,1
24,RL,9,Router10,0.0,0.0,0.0,1
25,RL,9,Router10,0.0,0.0,0.0,1
26,RL,9,Router10,0.0,0.0,0.0,1
27,RL,9,Router10,0.0,0.0,0.0,1
28,RL,9,Router10,0.0,0.0,0.0,1
29,RL,9,Router10,0.0,0.0,0.0,1
30,RL,9,Router10,0.0,0.0,0.0,1
31,RL,9,Router10,0.0,0.0,0.0,1
32,RL,9,Router10,0.0,0.0,0.0,1
33,RL,9,Router10,0.0,0.0,0.0,1
34,RL,9,Router10,0.0,0.0,0.0,1
35,RL,9,Router10,0.0,0.0,0.0,1
36,RL,9,Router10,0.0,0.0,0.0,1
37,RL,9,Router10,0.0,0.0,0.0,1
38,RL,9,Router10,0.0,0.0,0.0,1
39,RL,9,Router10,0.0,0.0,0.0,1
40,RL,9,Router10,0.0,0.0,0.0,1
41,RL,9,Router10,0.0,0.0,0.0,1
42,RL,9,Router10,0.0,0.0,0.0,1
43,RL,9,Router10,0.0,0.0,0.0,1
44,RL,9,Router10,0.0,0.0,0.0,1
45,RL,9,Router10,0.0,0.0,0.0,1
46,RL,9,Router10,0.0,0.0,0.0,1
47,RL,9,Router10,0.0,0.0,0.0,1
48,RL,9,Router10,0.0,0.0,0.0,1
49,RL,9,Router10,0.0,0.0,0.0,1
50,RL,9,Router10,0.0,0.0,0.0,1
51,RL,9,Router10,0.0,0.0,0.0,1
52,RL,9,Router10,0.0,0.0,0.0,1
53,RL,9,Router10,0.0,0.0,0.0,1
54,RL,9,Router10,0.0,0.0,0.0,1
55,RL,9,Router10,0.0,0.0,0.0,1
56,RL,9,Router10,0.0,0.0,0.0,1
57,RL,9,Router10,0.0,0.0,0.0,1
58,RL,9,Router10,0.0,0.0,0.0,1
59,RL,9,Router10,0.0,0.0,0.0,1
60,RL,9,Router10,0.0,0.0,0.0,1
61,RL,9,Router10,0.0,0.0,0.0,1
62,RL,9,Router10,0.0,0.0,0.0,1
63,RL,9,Router10,0.0,0.0,0.0,1
64,RL,9,Router10,0.0,0.0,0.0,1
65,RL,9,Router10,0.0,0.0,0.0,1
66,RL,9,Router10,0.0,0.0,0.0,1
67,RL,9,Router10,0.0,0.0,0.0,1
68,RL,9,Router10,0.0,0.0,0.0,1
69,RL,9,Router10,0.0,0.0,0.0,1
70,RL,9,Router10,0.0,0.0,0.0,1
71,RL,9,Router10,0.0,0.0,0.0,1
72,RL,9,Router10,0.0,0.0,0.0,1
73,RL,9,Router10,0.0,0.0,0.0,1
74,RL,9,Router10,0.0,0.0,0.0,1
75,RL,9,Router10,0.0,0.0,0.0,1
76,RL,9,Router10,0.0,0.0,0.0,1
77,RL,9,Router10,0.0,0.0,0.0,1
78,RL,9,Router10,0.0,0.0,0.0,1
79,RL,9,Router10,0.0,0.0,0.0,1
80,RL,9,Router10,0.0,0.0,0.0,1
81,RL,9,Router10,0.0,0.0,0.0,1
82,RL,9,Router10,0.0,0.0,0.0,1
83,RL,9,Router10,0.0,0.0,0.0,1
84,RL,9,Router10,0.0,0.0,0.0,1
85,RL,9,Router10,0.0,0.0,0.0,1
86,RL,9,Router10,0.0,0.0,0.0,1
87,RL,9,Router10,0.0,0.0,0.0,1
88,RL,9,Router10,0.0,0.0,0.0,1
89,RL,9,Router10,0.0,0.0,0.0,1
90,RL,9,Router10,0.0,0.0,0.0,1
91,RL,9,Router10,0.0,0.0,0.0,1
92,RL,9,Router10,0.0,0.0,0.0,1
93,RL,9,Router10,0.0,0.0,0.0,1
94,RL,9,Router10,0.0,0.0,0.0,1
95,RL,9,Router10,0.0,0.0,0.0,1
96,RL,9,Router10,0.0,0.0,0.0,1
97,RL,9,Router10,0.0,0.0,0.0,1
98,RL,9,Router10,0.0,0.0,0.0,1
99,RL,9,Router10,0.0,0.0,0.0,1
100,RL,9,Router10,0.0,0.0,0.0,1
1,RL,9,Router10,0.0,0.0,0.0,2
2,RL,9,Router10,0.0,0.0,0.0,2
3,RL,9,Router10,0.0,0.0,0.0,2
4,RL,9,Router10,0.0,0.0,0.0,2
5,RL,9,Router10,0.0,0.0,0.0,2
6,RL,9,Router10,0.0,0.0,0.0,2
7,RL,9,Router10,0.0,0.0,0.0,2
8,RL,9,Router10,0.0,0.0,0.0,2
9,RL,9,Router10,0.0,0.0,0.0,2
10,RL,9,Router10,0.0,0.0,0.0,2
11,RL,9,Router10,0.0,0.0,0.0,2
12,RL,9,Router10,0.0,0.0,0.0,2
13,RL,9,Router10,0.0,0.0,0.0,2
14,RL,9,Router10,0.0,0.0,0.0,2
15,RL,9,Router10,0.0,0.0,0.0,2
16,RL,9,Router10,0.0,0.0,0.0,2
17,RL,9,Router10,0.0,0.0,0.0,2
18,RL,9,Router10,0.0,0.0,0.0,2
19,RL,9,Router10,0.0,0.0,0.0,2
20,RL,9,Router10,0.0,0.0,0.0,2
21,RL,9,Router10,0.0,0.0,0.0,2
22,RL,9,Router10,0.0,0.0,0.0,2
23,RL,9,Router10,0.0,0.0,0.0,2
24,RL,9,Router10,0.0,0.0,0.0,2
25,RL,9,Router10,0.0,0.0,0.0,2
26,RL,9,Router10,0.0,0.0,0.0,2
27,RL,9,Router10,0.0,0.0,0.0,2
28,RL,9,Router10,0.0,0.0,0.0,2
29,RL,9,Router10,0.0,0.0,0.0,2
30,RL,9,Router10,0.0,0.0,0.0,2
31,RL,9,Router10,0.0,0.0,0.0,2
32,RL,9,Router10,0.0,0.0,0.0,2
33,RL,9,Router10,0.0,0.0,0.0,2
34,RL,9,Router10,0.0,0.0,0.0,2
35,RL,9,Router10,0.0,0.0,0.0,2
36,RL,9,Router10,0.0,0.0,0.0,2
37,RL,9,Router10,0.0,0.0,0.0,2
38,RL,9,Router10,0.0,0.0,0.0,2
39,RL,9,Router10,0.0,0.0,0.0,2
40,RL,9,Router10,0.0,0.0,0.0,2
41,RL,9,Router10,0.0,0.0,0.0,2
42,RL,9,Router10,0.0,0.0,0.0,2
43,RL,9,Router10,0.0,0.0,0.0,2
44,RL,9,Router10,0.0,0.0,0.0,2
45,RL,9,Router10,0.0,0.0,0.0,2
46,RL,9,Router10,0.0,0.0,0.0,2
47,RL,9,Router10,0.0,0.0,0.0,2
48,RL,9,Router10,0.0,0.0,0.0,2
49,RL,9,Router10,0.0,0.0,0.0,2
50,RL,9,Router10,0.0,0.0,0.0,2
51,RL,9,Router10,0.0,0.0,0.0,2
52,RL,9,Router10,0.0,0.0,0.0,2
53,RL,9,Router10,0.0,0.0,0.0,2
54,RL,9,Router10,0.0,0.0,0.0,2
55,RL,9,Router10,0.0,0.0,0.0,2
56,RL,9,Router10,0.0,0.0,0.0,2
57,RL,9,Router10,0.0,0.0,0.0,2
58,RL,9,Router10,0.0,0.0,0.0,2
59,RL,9,Router10,0.0,0.0,0.0,2
60,RL,9,Router10,0.0,0.0,0.0,2
61,RL,9,Router10,0.0,0.0,0.0,2
62,RL,9,Router10,0.0,0.0,0.0,2
63,RL,9,Router10,0.0,0.0,0.0,2
64,RL,9,Router10,0.0,0.0,0.0,2
65,RL,9,Router10,0.0,0.0,0.0,2
66,RL,9,Router10,0.0,0.0,0.0,2
67,RL,9,Router10,0.0,0.0,0.0,2
68,RL,9,Router10,0.0,0.0,0.0,2
69,RL,9,Router10,0.0,0.0,0.0,2
70,RL,9,Router10,0.0,0.0,0.0,2
71,RL,9,Router10,0.0,0.0,0.0,2
72,RL,9,Router10,0.0,0.0,0.0,2
73,RL,9,Router10,0.0,0.0,0.0,2
74,RL,9,Router10,0.0,0.0,0.0,2
75,RL,9,Router10,0.0,0.0,0.0,2
76,RL,9,Router10,0.0,0.0,0.0,2
77,RL,9,Router10,0.0,0.0,0.0,2
78,RL,9,Router10,0.0,0.0,0.0,2
79,RL,9,Router10,0.0,0.0,0.0,2
80,RL,9,Router10,0.0,0.0,0.0,2
81,RL,9,Router10,0.0,0.0,0.0,2
82,RL,9,Router10,0.0,0.0,0.0,2
83,RL,9,Router10,0.0,0.0,0.0,2
84,RL,9,Router10,0.0,0.0,0.0,2
85,RL,9,Router10,0.0,0.0,0.0,2
86,RL,9,Router10,0.0,0.0,0.0,2
87,RL,9,Router10,0.0,0.0,0.0,2
88,RL,9,Router10,0.0,0.0,0.0,2
89,RL,9,Router10,0.0,0.0,0.0,2
90,RL,9,Router10,0.0,0.0,0.0,2
91,RL,9,Router10,0.0,0.0,0.0,2
92,RL,9,Router10,0.0,0.0,0.0,2
93,RL,9,Router10,0.0,0.0,0.0,2
94,RL,9,Router10,0.0,0.0,0.0,2
95,RL,9,Router10,0.0,0.0,0.0,2
96,RL,9,Router10,0.0,0.0,0.0,2
97,RL,9,Router10,0.0,0.0,0.0,2
98,RL,9,Router10,0.0,0.0,0.0,2
99,RL,9,Router10,0.0,0.0,0.0,2
100,RL,9,Router10,0.0,0.0,0.0,2
1,RL,9,Router10,0.0,0.0,0.0,3
2,RL,9,Router10,0.0,0.0,0.0,3
3,RL,9,Router10,0.0,0.0,0.0,3
4,RL,9,Router10,0.0,0.0,0.0,3
5,RL,9,Router10,0.0,0.0,0.0,3
6,RL,9,Router10,0.0,0.0,0.0,3
7,RL,9,Router10,0.0,0.0,0.0,3
8,RL,9,Router10,0.0,0.0,0.0,3
9,RL,9,Router10,0.0,0.0,0.0,3
10,RL,9,Router10,0.0,0.0,0.0,3
11,RL,9,Router10,0.0,0.0,0.0,3
12,RL,9,Router10,0.0,0.0,0.0,3
13,RL,9,Router10,0.0,0.0,0.0,3
14,RL,9,Router10,0.0,0.0,0.0,3
15,RL,9,Router10,0.0,0.0,0.0,3
16,RL,9,Router10,0.0,0.0,0.0,3
17,RL,9,Router10,0.0,0.0,0.0,3
18,RL,9,Router10,0.0,0.0,0.0,3
19,RL,9,Router10,0.0,0.0,0.0,3
20,RL,9,Router10,0.0,0.0,0.0,3
21,RL,9,Router10,0.0,0.0,0.0,3
22,RL,9,Router10,0.0,0.0,0.0,3
23,RL,9,Router10,0.0,0.0,0.0,3
24,RL,9,Router10,0.0,0.0,0.0,3
25,RL,9,Router10,0.0,0.0,0.0,3
26,RL,9,Router10,0.0,0.0,0.0,3
27,RL,9,Router10,0.0,0.0,0.0,3
28,RL,9,Router10,0.0,0.0,0.0,3
29,RL,9,Router10,0.0,0.0,0.0,3
30,RL,9,Router10,0.0,0.0,0.0,3
31,RL,9,Router10,0.0,0.0,0.0,3
32,RL,9,Router10,0.0,0.0,0.0,3
33,RL,9,Router10,0.0,0.0,0.0,3
